"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年2月26日","4.12","4.10","4.13","4.05","202.77M","1.23%"
"2018年2月23日","4.07","4.05","4.08","4.03","157.66M","0.49%"
"2018年2月22日","4.05","4.02","4.05","4.00","189.06M","2.27%"
"2018年2月14日","3.96","3.94","3.97","3.93","93.04M","0.76%"
"2018年2月13日","3.93","3.92","3.98","3.92","162.46M","1.29%"
"2018年2月12日","3.88","3.84","3.90","3.82","193.56M","1.31%"
"2018年2月9日","3.83","3.90","3.92","3.76","416.84M","-4.49%"
"2018年2月8日","4.01","4.04","4.07","3.98","312.35M","-0.74%"
"2018年2月7日","4.04","4.20","4.21","4.04","339.52M","-2.42%"
"2018年2月6日","4.14","4.20","4.21","4.14","313.17M","-2.82%"
"2018年2月5日","4.26","4.23","4.27","4.21","230.84M","-0.23%"
"2018年2月2日","4.27","4.21","4.27","4.19","212.80M","0.71%"
"2018年2月1日","4.24","4.27","4.29","4.22","439.07M","-0.70%"
"2018年1月31日","4.27","4.25","4.29","4.24","166.74M","0.23%"
"2018年1月30日","4.26","4.29","4.31","4.25","161.69M","-0.93%"
"2018年1月29日","4.30","4.39","4.40","4.29","214.05M","-1.83%"
"2018年1月26日","4.38","4.35","4.41","4.34","98.41M","0.46%"
"2018年1月25日","4.36","4.39","4.39","4.34","154.87M","-0.68%"
"2018年1月24日","4.39","4.39","4.40","4.36","161.35M","0.00%"
"2018年1月23日","4.39","4.35","4.39","4.35","158.47M","0.00%"
"2018年1月22日","4.39","4.32","4.39","4.32","139.87M","1.39%"
"2018年1月19日","4.33","4.33","4.37","4.32","218.51M","0.23%"
"2018年1月18日","4.32","4.30","4.34","4.30","125.09M","0.70%"
"2018年1月17日","4.29","4.31","4.33","4.28","158.94M","-0.46%"
"2018年1月16日","4.31","4.26","4.31","4.26","123.18M","1.17%"
"2018年1月15日","4.26","4.27","4.31","4.26","157.36M","-0.23%"
"2018年1月12日","4.27","4.25","4.28","4.25","103.57M","0.47%"
"2018年1月11日","4.25","4.25","4.26","4.23","98.48M","-0.23%"
"2018年1月10日","4.26","4.23","4.26","4.22","144.97M","0.47%"
"2018年1月9日","4.24","4.20","4.24","4.20","107.95M","0.95%"
"2018年1月8日","4.20","4.19","4.21","4.17","105.70M","0.31%"
"2018年1月5日","4.19","4.18","4.20","4.16","127.13M","0.38%"
"2018年1月4日","4.17","4.16","4.18","4.15","92.22M","0.31%"
"2018年1月3日","4.16","4.14","4.19","4.13","126.79M","0.53%"
"2018年1月2日","4.14","4.09","4.14","4.08","168.88M","1.47%"
"2017年12月29日","4.08","4.07","4.08","4.05","108.32M","0.32%"
"2017年12月28日","4.06","4.03","4.08","4.02","193.95M","0.92%"
"2017年12月27日","4.03","4.09","4.10","4.02","208.49M","-1.66%"
"2017年12月26日","4.09","4.09","4.10","4.07","209.00M","0.29%"
"2017年12月25日","4.08","4.10","4.14","4.07","170.23M","-0.46%"
"2017年12月22日","4.10","4.12","4.12","4.10","129.77M","-0.46%"
"2017年12月21日","4.12","4.06","4.13","4.06","241.55M","1.23%"
"2017年12月20日","4.07","4.08","4.09","4.06","93.01M","-0.22%"
"2017年12月19日","4.08","4.03","4.08","4.03","105.30M","1.32%"
"2017年12月18日","4.03","4.03","4.06","4.01","102.80M","0.00%"
"2017年12月15日","4.03","4.07","4.07","4.02","92.55M","-1.32%"
"2017年12月14日","4.08","4.09","4.10","4.06","155.91M","-0.32%"
"2017年12月13日","4.09","4.06","4.10","4.06","115.98M","0.71%"
"2017年12月12日","4.06","4.12","4.12","4.06","109.49M","-1.57%"
"2017年12月11日","4.13","4.06","4.13","4.06","92.13M","1.65%"
"2017年12月8日","4.06","4.02","4.07","4.02","94.17M","0.97%"
"2017年12月7日","4.02","4.06","4.08","4.01","89.75M","-1.13%"
"2017年12月6日","4.07","4.09","4.09","4.03","90.83M","-0.76%"
"2017年12月5日","4.10","4.06","4.11","4.06","81.86M","0.61%"
"2017年12月4日","4.07","4.05","4.09","4.04","77.89M","0.42%"
"2017年12月1日","4.06","4.05","4.09","4.04","84.71M","0.00%"
"2017年11月30日","4.05","4.10","4.11","4.04","117.62M","-1.15%"
"2017年11月29日","4.10","4.11","4.12","4.05","119.17M","0.00%"
"2017年11月28日","4.11","4.08","4.11","4.07","104.83M","0.47%"
"2017年11月27日","4.09","4.14","4.15","4.08","273.10M","-1.61%"
"2017年11月24日","4.15","4.14","4.17","4.12","216.02M","0.00%"
"2017年11月23日","4.15","4.28","4.28","4.14","299.27M","-3.17%"
"2017年11月22日","4.28","4.29","4.32","4.25","154.95M","0.00%"
"2017年11月21日","4.29","4.20","4.29","4.19","172.89M","1.97%"
"2017年11月20日","4.20","4.16","4.20","4.12","140.35M","0.79%"
"2017年11月17日","4.17","4.16","4.18","4.14","188.89M","0.12%"
"2017年11月16日","4.16","4.13","4.17","4.12","193.30M","0.95%"
"2017年11月15日","4.13","4.15","4.16","4.12","255.41M","-0.72%"
"2017年11月14日","4.16","4.19","4.19","4.15","132.72M","-0.76%"
"2017年11月13日","4.19","4.18","4.20","4.18","88.97M","0.22%"
"2017年11月10日","4.18","4.13","4.18","4.13","126.03M","0.89%"
"2017年11月9日","4.14","4.11","4.14","4.10","121.76M","0.75%"
"2017年11月8日","4.11","4.12","4.16","4.10","99.45M","-0.22%"
"2017年11月7日","4.12","4.08","4.13","4.08","103.21M","0.98%"
"2017年11月6日","4.08","4.04","4.08","4.03","60.85M","0.89%"
"2017年11月3日","4.04","4.05","4.06","4.02","112.59M","-0.27%"
"2017年11月2日","4.05","4.05","4.06","4.03","98.21M","0.17%"
"2017年11月1日","4.05","4.06","4.09","4.04","129.83M","-0.34%"
"2017年10月31日","4.06","4.05","4.07","4.04","67.68M","0.00%"
"2017年10月30日","4.07","4.09","4.09","4.02","155.77M","-0.44%"
"2017年10月27日","4.08","4.06","4.08","4.06","69.99M","0.49%"
"2017年10月26日","4.06","4.03","4.08","4.03","140.32M","0.72%"
"2017年10月25日","4.03","4.01","4.04","4.01","64.08M","0.32%"
"2017年10月24日","4.02","3.99","4.02","3.98","93.93M","0.65%"
"2017年10月23日","3.99","3.99","4.00","3.98","88.41M","0.30%"
"2017年10月20日","3.98","3.98","3.99","3.97","51.65M","0.00%"
"2017年10月19日","3.98","4.00","4.00","3.98","95.64M","-0.28%"
"2017年10月18日","4.00","3.97","4.00","3.97","95.55M","0.60%"
"2017年10月17日","3.97","3.97","3.98","3.96","73.45M","0.00%"
"2017年10月16日","3.97","3.99","4.00","3.97","105.29M","-0.35%"
"2017年10月13日","3.99","3.97","3.99","3.97","54.86M","0.20%"
"2017年10月12日","3.98","3.96","3.98","3.96","110.22M","0.43%"
"2017年10月11日","3.96","3.95","3.97","3.94","108.21M","0.38%"
"2017年10月10日","3.95","3.94","3.96","3.92","141.76M","0.00%"
"2017年10月9日","3.94","3.97","3.98","3.94","165.31M","1.05%"
"2017年9月29日","3.90","3.89","3.92","3.89","88.76M","0.33%"
"2017年9月28日","3.89","3.88","3.89","3.87","49.66M","0.15%"
"2017年9月27日","3.88","3.88","3.89","3.87","54.88M","0.00%"
"2017年9月26日","3.88","3.87","3.88","3.87","60.57M","0.00%"
"2017年9月25日","3.88","3.89","3.89","3.87","84.55M","-0.41%"
"2017年9月22日","3.89","3.89","3.90","3.88","74.72M","-0.28%"
"2017年9月21日","3.90","3.90","3.92","3.89","120.84M","0.00%"
"2017年9月20日","3.90","3.88","3.91","3.88","69.78M","0.46%"
"2017年9月19日","3.89","3.91","3.91","3.87","88.76M","-0.64%"
"2017年9月18日","3.91","3.89","3.93","3.89","110.70M","0.39%"
"2017年9月15日","3.90","3.89","3.90","3.88","92.68M","0.15%"
"2017年9月14日","3.89","3.90","3.91","3.88","62.55M","-0.33%"
"2017年9月13日","3.90","3.90","3.91","3.88","59.31M","0.00%"
"2017年9月12日","3.90","3.90","3.91","3.88","62.32M","0.26%"
"2017年9月11日","3.89","3.89","3.92","3.88","76.01M","0.15%"
"2017年9月8日","3.88","3.89","3.90","3.87","58.65M","0.00%"
"2017年9月7日","3.89","3.91","3.92","3.89","51.31M","-0.44%"
"2017年9月6日","3.90","3.91","3.92","3.89","78.78M","-0.31%"
"2017年9月5日","3.92","3.90","3.92","3.90","70.32M","0.36%"
"2017年9月4日","3.90","3.89","3.91","3.87","128.02M","0.36%"
"2017年9月1日","3.89","3.88","3.90","3.88","90.01M","0.00%"
"2017年8月31日","3.88","3.89","3.90","3.86","116.68M","-0.18%"
"2017年8月30日","3.89","3.89","3.91","3.89","83.78M","0.00%"
"2017年8月29日","3.89","3.90","3.91","3.89","121.84M","-0.20%"
"2017年8月28日","3.90","3.86","3.93","3.86","229.74M","1.14%"
"2017年8月25日","3.86","3.79","3.86","3.79","202.39M","1.74%"
"2017年8月24日","3.79","3.81","3.82","3.79","76.40M","-0.52%"
"2017年8月23日","3.81","3.80","3.83","3.80","56.40M","0.26%"
"2017年8月22日","3.80","3.80","3.81","3.79","72.34M","0.16%"
"2017年8月21日","3.80","3.79","3.81","3.78","49.08M","0.42%"
"2017年8月18日","3.78","3.77","3.79","3.76","72.50M","0.00%"
"2017年8月17日","3.78","3.76","3.78","3.75","70.33M","0.77%"
"2017年8月16日","3.75","3.75","3.76","3.73","88.14M","-0.16%"
"2017年8月15日","3.76","3.75","3.77","3.74","238.63M","0.27%"
"2017年8月14日","3.75","3.70","3.75","3.70","148.96M","1.24%"
"2017年8月11日","3.70","3.75","3.76","3.69","181.66M","-1.91%"
"2017年8月10日","3.77","3.77","3.80","3.74","138.68M","-0.21%"
"2017年8月9日","3.78","3.78","3.79","3.77","96.19M","0.00%"
"2017年8月8日","3.78","3.78","3.79","3.77","121.13M","0.00%"
"2017年8月7日","3.78","3.75","3.79","3.75","106.25M","0.61%"
"2017年8月4日","3.76","3.78","3.80","3.76","104.07M","-0.61%"
"2017年8月3日","3.78","3.81","3.82","3.77","107.29M","-0.99%"
"2017年8月2日","3.82","3.82","3.84","3.81","118.10M","0.00%"
"2017年8月1日","3.82","3.79","3.82","3.79","122.45M","0.79%"
"2017年7月31日","3.79","3.78","3.80","3.77","119.46M","0.37%"
"2017年7月28日","3.78","3.76","3.78","3.75","74.15M","0.37%"
"2017年7月27日","3.76","3.75","3.77","3.73","146.36M","0.29%"
"2017年7月26日","3.75","3.77","3.79","3.73","154.25M","-0.56%"
"2017年7月25日","3.77","3.80","3.80","3.77","97.00M","-0.76%"
"2017年7月24日","3.80","3.78","3.81","3.77","64.26M","0.50%"
"2017年7月21日","3.78","3.79","3.80","3.77","97.76M","-0.50%"
"2017年7月20日","3.80","3.78","3.80","3.77","97.70M","0.48%"
"2017年7月19日","3.78","3.70","3.79","3.70","174.12M","2.08%"
"2017年7月18日","3.71","3.70","3.71","3.67","160.85M","0.00%"
"2017年7月17日","3.70","3.75","3.76","3.68","194.21M","-1.36%"
"2017年7月14日","3.76","3.73","3.76","3.72","85.58M","0.67%"
"2017年7月13日","3.73","3.69","3.73","3.69","111.24M","1.03%"
"2017年7月12日","3.69","3.71","3.73","3.68","117.48M","-0.59%"
"2017年7月11日","3.71","3.68","3.74","3.68","131.42M","0.81%"
"2017年7月10日","3.68","3.68","3.70","3.67","95.09M","0.00%"
"2017年7月7日","3.68","3.68","3.68","3.66","82.64M","0.00%"
"2017年7月6日","3.68","3.68","3.69","3.66","161.83M","0.00%"
"2017年7月5日","3.68","3.64","3.69","3.64","133.33M","1.29%"
"2017年7月4日","3.64","3.67","3.67","3.63","135.22M","-0.82%"
"2017年7月3日","3.67","3.68","3.69","3.65","96.52M","-0.43%"
"2017年6月30日","3.68","3.68","3.69","3.67","82.48M","-0.16%"
"2017年6月29日","3.69","3.67","3.69","3.67","86.84M","0.60%"
"2017年6月28日","3.67","3.69","3.69","3.66","79.25M","-0.68%"
"2017年6月27日","3.69","3.69","3.70","3.67","80.67M","0.00%"
"2017年6月26日","3.69","3.65","3.69","3.65","107.40M","1.23%"
"2017年6月23日","3.65","3.61","3.65","3.59","97.99M","0.97%"
"2017年6月22日","3.61","3.60","3.65","3.60","190.01M","0.00%"
"2017年6月21日","3.61","3.59","3.61","3.56","202.67M","1.26%"
"2017年6月20日","3.56","3.58","3.58","3.55","129.83M","-0.31%"
"2017年6月19日","3.57","3.54","3.58","3.54","141.31M","1.13%"
"2017年6月16日","3.53","3.54","3.56","3.53","102.40M","-0.17%"
"2017年6月15日","3.54","3.55","3.56","3.53","120.84M","-0.34%"
"2017年6月14日","3.55","3.59","3.59","3.55","142.58M","-1.00%"
"2017年6月13日","3.59","3.57","3.60","3.57","131.63M","0.20%"
"2017年6月12日","3.58","3.58","3.61","3.57","124.07M","-0.20%"
"2017年6月9日","3.59","3.56","3.60","3.56","151.23M","0.62%"
"2017年6月8日","3.57","3.54","3.57","3.53","146.09M","0.71%"
"2017年6月7日","3.54","3.50","3.54","3.49","166.72M","1.37%"
"2017年6月6日","3.49","3.46","3.49","3.46","95.91M","0.78%"
"2017年6月5日","3.46","3.48","3.49","3.46","110.18M","-0.66%"
"2017年6月2日","3.49","3.49","3.50","3.47","131.54M","-0.26%"
"2017年6月1日","3.50","3.48","3.50","3.48","90.72M","0.23%"
"2017年5月31日","3.49","3.50","3.52","3.47","148.03M","0.00%"
"2017年5月26日","3.49","3.49","3.50","3.48","203.20M","-0.17%"
"2017年5月25日","3.49","3.42","3.50","3.41","248.95M","2.13%"
"2017年5月24日","3.42","3.41","3.42","3.39","140.44M","0.00%"
"2017年5月23日","3.42","3.40","3.43","3.40","151.47M","0.44%"
"2017年5月22日","3.40","3.40","3.42","3.39","86.34M","0.00%"
"2017年5月19日","3.40","3.39","3.41","3.39","71.59M","0.18%"
"2017年5月18日","3.40","3.40","3.41","3.39","97.42M","-0.44%"
"2017年5月17日","3.41","3.43","3.43","3.41","109.79M","-0.67%"
"2017年5月16日","3.43","3.39","3.43","3.38","103.31M","1.18%"
"2017年5月15日","3.39","3.39","3.40","3.39","102.44M","0.41%"
"2017年5月12日","3.38","3.35","3.38","3.35","145.12M","0.81%"
"2017年5月11日","3.35","3.33","3.36","3.32","218.19M","0.51%"
"2017年5月10日","3.34","3.35","3.36","3.33","167.02M","-0.36%"
"2017年5月9日","3.35","3.34","3.36","3.33","140.02M","0.00%"
"2017年5月8日","3.35","3.37","3.37","3.34","164.39M","-0.86%"
"2017年5月5日","3.37","3.39","3.39","3.36","146.52M","-0.65%"
"2017年5月4日","3.40","3.41","3.42","3.39","104.32M","-0.38%"
"2017年5月3日","3.41","3.42","3.43","3.40","82.18M","-0.50%"
"2017年5月2日","3.43","3.43","3.43","3.41","92.08M","0.00%"
"2017年4月28日","3.43","3.44","3.44","3.42","71.53M","-0.38%"
"2017年4月27日","3.44","3.44","3.45","3.40","209.73M","0.00%"
"2017年4月26日","3.44","3.43","3.46","3.43","87.63M","0.23%"
"2017年4月25日","3.43","3.43","3.44","3.42","98.38M","0.32%"
"2017年4月24日","3.42","3.45","3.45","3.41","170.08M","-1.07%"
"2017年4月21日","3.46","3.46","3.47","3.44","81.44M","0.00%"
"2017年4月20日","3.46","3.44","3.46","3.43","115.80M","0.55%"
"2017年4月19日","3.44","3.46","3.46","3.42","212.04M","-0.78%"
"2017年4月18日","3.46","3.47","3.48","3.46","83.20M","-0.23%"
"2017年4月17日","3.47","3.48","3.48","3.46","135.78M","-0.34%"
"2017年4月14日","3.48","3.51","3.52","3.48","86.08M","-0.83%"
"2017年4月13日","3.51","3.50","3.52","3.49","78.44M","0.37%"
"2017年4月12日","3.50","3.51","3.52","3.49","98.87M","-0.37%"
"2017年4月11日","3.51","3.50","3.52","3.47","105.73M","0.26%"
"2017年4月10日","3.51","3.52","3.52","3.50","82.11M","-0.26%"
"2017年4月7日","3.51","3.51","3.53","3.50","75.54M","0.20%"
"2017年4月6日","3.51","3.51","3.51","3.49","96.08M","0.00%"
"2017年4月5日","3.51","3.47","3.51","3.47","135.14M","1.65%"
"2017年3月31日","3.45","3.43","3.45","3.43","88.62M","0.73%"
"2017年3月30日","3.43","3.45","3.46","3.42","119.74M","-0.95%"
"2017年3月29日","3.46","3.47","3.48","3.45","79.01M","-0.20%"
"2017年3月28日","3.47","3.47","3.48","3.46","66.96M","0.00%"
"2017年3月27日","3.47","3.49","3.50","3.47","86.79M","-0.46%"
"2017年3月24日","3.49","3.46","3.50","3.46","128.36M","0.95%"
"2017年3月23日","3.46","3.45","3.47","3.43","85.38M","0.29%"
"2017年3月22日","3.45","3.45","3.46","3.43","62.83M","-0.52%"
"2017年3月21日","3.46","3.44","3.46","3.44","107.71M","0.70%"
"2017年3月20日","3.44","3.44","3.45","3.43","88.94M","0.00%"
"2017年3月17日","3.44","3.48","3.48","3.44","103.77M","-1.12%"
"2017年3月16日","3.48","3.46","3.49","3.46","93.48M","0.61%"
"2017年3月15日","3.46","3.44","3.46","3.44","57.61M","0.17%"
"2017年3月14日","3.45","3.46","3.46","3.45","68.05M","-0.23%"
"2017年3月13日","3.46","3.42","3.46","3.41","123.67M","1.08%"
"2017年3月10日","3.42","3.42","3.43","3.42","82.57M","0.00%"
"2017年3月9日","3.42","3.44","3.44","3.41","80.90M","-0.90%"
"2017年3月8日","3.45","3.44","3.45","3.44","110.17M","0.00%"
"2017年3月7日","3.45","3.44","3.45","3.43","76.19M","0.15%"
"2017年3月6日","3.44","3.42","3.44","3.42","99.99M","0.50%"
"2017年3月3日","3.42","3.43","3.43","3.41","77.84M","-0.38%"
"2017年3月2日","3.44","3.45","3.50","3.43","95.55M","-0.35%"
"2017年3月1日","3.45","3.45","3.47","3.44","135.59M","0.00%"
"2017年2月28日","3.44","3.44","3.46","3.43","95.07M","0.00%"
"2017年2月27日","3.44","3.47","3.47","3.43","73.57M","-0.78%"
"2017年2月24日","3.47","3.47","3.47","3.45","89.74M","0.00%"
"2017年2月23日","3.47","3.48","3.49","3.46","102.86M","-0.43%"
"2017年2月22日","3.48","3.48","3.49","3.47","95.19M","0.32%"
"2017年2月21日","3.47","3.47","3.49","3.47","111.85M","0.00%"
"2017年2月20日","3.47","3.42","3.48","3.42","138.28M","1.64%"
"2017年2月17日","3.42","3.44","3.45","3.42","125.37M","-0.58%"
"2017年2月16日","3.44","3.42","3.44","3.42","90.50M","0.44%"
"2017年2月15日","3.42","3.43","3.45","3.42","124.53M","-0.35%"
"2017年2月14日","3.43","3.43","3.44","3.42","77.50M","0.00%"
"2017年2月13日","3.43","3.41","3.44","3.41","122.51M","0.53%"
"2017年2月10日","3.41","3.40","3.42","3.39","106.14M","0.53%"
"2017年2月9日","3.39","3.38","3.41","3.38","98.34M","0.35%"
"2017年2月8日","3.38","3.36","3.39","3.34","95.17M","0.68%"
"2017年2月7日","3.36","3.36","3.37","3.35","91.96M","-0.18%"
"2017年2月6日","3.37","3.37","3.38","3.36","101.17M","0.00%"
"2017年2月3日","3.37","3.39","3.39","3.36","112.05M","-0.59%"
"2017年1月26日","3.39","3.37","3.40","3.37","66.18M","0.42%"
"2017年1月25日","3.37","3.36","3.38","3.35","67.02M","0.30%"
"2017年1月24日","3.36","3.36","3.37","3.35","84.30M","0.00%"
"2017年1月23日","3.36","3.36","3.39","3.36","142.18M","-1.58%"
"2017年1月20日","3.41","3.38","3.42","3.38","206.37M","0.86%"
"2017年1月19日","3.39","3.39","3.40","3.38","106.04M","-0.35%"
"2017年1月18日","3.40","3.37","3.41","3.37","113.87M","0.65%"
"2017年1月17日","3.38","3.36","3.38","3.35","86.50M","0.00%"
"2017年1月16日","3.37","3.37","3.37","3.32","146.92M","0.00%"
"2017年1月13日","3.38","3.37","3.39","3.36","97.50M","0.18%"
"2017年1月12日","3.37","3.39","3.39","3.37","84.00M","-0.50%"
"2017年1月11日","3.39","3.40","3.42","3.38","94.71M","-0.73%"
"2017年1月10日","3.41","3.42","3.43","3.41","69.72M","-0.26%"
"2017年1月9日","3.42","3.40","3.42","3.40","77.51M","0.35%"
"2017年1月6日","3.41","3.42","3.42","3.40","77.89M","-0.32%"
"2017年1月5日","3.42","3.42","3.43","3.41","65.68M","-0.20%"
"2017年1月4日","3.43","3.39","3.43","3.39","113.48M","0.88%"
"2017年1月3日","3.40","3.36","3.40","3.36","105.87M","1.13%"
"2016年12月30日","3.36","3.35","3.37","3.35","96.08M","0.00%"
"2016年12月29日","3.36","3.35","3.37","3.34","84.88M","0.00%"
"2016年12月28日","3.35","3.37","3.37","3.34","104.91M","-0.53%"
"2016年12月27日","3.37","3.37","3.38","3.37","113.30M","0.00%"
"2016年12月26日","3.38","3.35","3.38","3.33","145.26M","0.36%"
"2016年12月23日","3.36","3.38","3.39","3.36","80.26M","-0.80%"
"2016年12月22日","3.39","3.39","3.39","3.38","103.59M","-0.18%"
"2016年12月21日","3.40","3.37","3.40","3.37","129.16M","1.10%"
"2016年12月20日","3.36","3.38","3.38","3.34","167.47M","-0.74%"
"2016年12月19日","3.38","3.39","3.40","3.38","87.04M","-0.29%"
"2016年12月16日","3.39","3.39","3.41","3.39","142.25M","0.00%"
"2016年12月15日","3.39","3.42","3.43","3.38","229.79M","-1.14%"
"2016年12月14日","3.43","3.45","3.47","3.43","101.36M","-0.69%"
"2016年12月13日","3.46","3.45","3.47","3.43","161.19M","-0.14%"
"2016年12月12日","3.46","3.56","3.56","3.46","147.90M","-2.64%"
"2016年12月9日","3.56","3.53","3.57","3.53","111.31M","0.57%"
"2016年12月8日","3.54","3.54","3.55","3.53","207.96M","0.23%"
"2016年12月7日","3.53","3.52","3.53","3.50","111.35M","0.46%"
"2016年12月6日","3.51","3.52","3.54","3.51","126.89M","-0.17%"
"2016年12月5日","3.52","3.54","3.56","3.51","222.87M","-2.01%"
"2016年12月2日","3.59","3.63","3.63","3.58","93.88M","-1.10%"
"2016年12月1日","3.63","3.60","3.64","3.60","112.89M","0.95%"
"2016年11月30日","3.60","3.62","3.63","3.59","166.07M","-0.91%"
"2016年11月29日","3.63","3.59","3.65","3.58","159.14M","0.78%"
"2016年11月28日","3.60","3.59","3.62","3.59","148.35M","0.45%"
"2016年11月25日","3.59","3.55","3.59","3.52","134.79M","1.10%"
"2016年11月24日","3.55","3.54","3.57","3.53","175.52M","0.28%"
"2016年11月23日","3.54","3.54","3.55","3.53","91.13M","0.17%"
"2016年11月22日","3.53","3.50","3.53","3.50","172.14M","1.00%"
"2016年11月21日","3.50","3.47","3.53","3.47","136.28M","0.46%"
"2016年11月18日","3.48","3.49","3.50","3.47","109.74M","-0.34%"
"2016年11月17日","3.49","3.48","3.49","3.47","131.46M","0.23%"
"2016年11月16日","3.48","3.48","3.49","3.47","143.93M","0.00%"
"2016年11月15日","3.48","3.49","3.49","3.47","136.39M","0.00%"
"2016年11月14日","3.49","3.48","3.51","3.47","261.98M","0.00%"
"2016年11月11日","3.48","3.45","3.49","3.44","173.43M","0.87%"
"2016年11月10日","3.45","3.43","3.46","3.43","144.83M","1.02%"
"2016年11月9日","3.42","3.43","3.43","3.37","196.08M","-0.38%"
"2016年11月8日","3.43","3.42","3.45","3.42","142.24M","0.53%"
"2016年11月7日","3.41","3.41","3.42","3.40","100.81M","0.00%"
"2016年11月4日","3.41","3.42","3.43","3.40","111.41M","-0.32%"
"2016年11月3日","3.42","3.38","3.44","3.38","225.83M","0.77%"
"2016年11月2日","3.39","3.41","3.41","3.39","85.25M","-0.67%"
"2016年11月1日","3.42","3.39","3.42","3.39","86.69M","0.62%"
"2016年10月31日","3.40","3.40","3.40","3.37","89.20M","-0.21%"
"2016年10月28日","3.40","3.41","3.44","3.40","149.23M","0.00%"
"2016年10月27日","3.41","3.41","3.41","3.39","89.22M","-0.15%"
"2016年10月26日","3.41","3.42","3.42","3.41","142.67M","-0.29%"
"2016年10月25日","3.42","3.43","3.43","3.41","188.18M","-0.26%"
"2016年10月24日","3.43","3.39","3.45","3.39","206.60M","1.21%"
"2016年10月21日","3.39","3.38","3.40","3.37","152.92M","0.50%"
"2016年10月20日","3.37","3.38","3.38","3.37","108.77M","0.00%"
"2016年10月19日","3.38","3.38","3.39","3.37","133.50M","0.00%"
"2016年10月18日","3.38","3.34","3.38","3.34","185.42M","1.26%"
"2016年10月17日","3.34","3.37","3.37","3.31","116.95M","-0.92%"
"2016年10月14日","3.37","3.36","3.37","3.34","116.98M","0.30%"
"2016年10月13日","3.36","3.37","3.37","3.35","95.03M","0.00%"
"2016年10月12日","3.36","3.36","3.36","3.35","68.98M","-0.24%"
"2016年10月11日","3.37","3.36","3.37","3.35","101.92M","0.24%"
"2016年10月10日","3.36","3.33","3.37","3.32","156.37M","1.14%"
"2016年9月30日","3.32","3.31","3.33","3.31","109.63M","0.30%"
"2016年9月29日","3.31","3.30","3.32","3.30","111.13M","0.45%"
"2016年9月28日","3.30","3.30","3.31","3.29","47.13M","-0.15%"
"2016年9月27日","3.30","3.29","3.30","3.28","106.90M","0.52%"
"2016年9月26日","3.29","3.34","3.34","3.28","163.35M","-1.68%"
"2016年9月23日","3.34","3.35","3.36","3.34","67.36M","-0.24%"
"2016年9月22日","3.35","3.34","3.37","3.34","98.90M","0.66%"
"2016年9月21日","3.33","3.31","3.33","3.31","68.01M","0.39%"
"2016年9月20日","3.31","3.32","3.32","3.31","70.69M","0.00%"
"2016年9月19日","3.32","3.30","3.32","3.30","100.80M","0.64%"
